,Metadata_plate_map_name,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_BRD ID,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,p_value,average_precision
0,S-C-7314-04-CMP-001,BRD-K62391742-001-19-9,4.3422,5.0,DMSO,K62391742,BRD-K62391742-001-03-0,venetoclax,BCL inhibitor,BR00122246,A01,9,3456,3456,3456,3456,2023_05_15_Batch1,0.012198780121987801,0.1867915106117353
1,S-C-7314-04-CMP-001,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122246,A02,9,4102,4102,4102,4102,2023_05_15_Batch1,0.0715928407159284,0.053766474148639755
2,S-C-7314-04-CMP-001,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122246,A03,9,3903,3903,3903,3903,2023_05_15_Batch1,0.18238176182381763,0.02682636879528071
3,S-C-7314-04-CMP-001,BRD-K70642949-001-06-9,2.313,5.0,DMSO,K70642949,BRD-K70642949-001-04-5,GSK2334470,phosphoinositide dependent kinase inhibitor,BR00122246,A04,9,3304,3304,3304,3304,2023_05_15_Batch1,9.999000099990002e-05,1.0
4,S-C-7314-04-CMP-001,BRD-K73397362-001-09-9,2.6031,5.0,DMSO,K73397362,BRD-K73397362-001-06-6,purmorphamine,smoothened receptor agonist,BR00122246,A05,9,4045,4045,4045,4045,2023_05_15_Batch1,0.0006999300069993001,0.395
5,S-C-7314-04-CMP-001,BRD-K13606314-001-02-9,1.7411,5.0,DMSO,K13606314,BRD-K13606314-001-01-3,P5091,ubiquitin specific protease inhibitor,BR00122246,A06,9,3820,3820,3820,3820,2023_05_15_Batch1,0.0664933506649335,0.056043904277369515
6,S-C-7314-04-CMP-001,BRD-K82941592-238-06-9,2.6182,5.0,DMSO,K82941592,BRD-K82941592-238-03-7,rosuvastatin,HMGCR inhibitor,BR00122246,A07,9,3885,3885,3885,3885,2023_05_15_Batch1,0.1075892410758924,0.03949553001277139
7,S-C-7314-04-CMP-001,BRD-K86718786-001-03-9,1.4917,5.0,DMSO,K86718786,BRD-K86718786-001-03-9,SGC-707,protein arginine N-methyltransferase inhibitor,BR00122246,A08,9,4033,4033,4033,4033,2023_05_15_Batch1,0.24327567243275672,0.02188888888888889
8,S-C-7314-04-CMP-001,BRD-K02965346-001-01-8,2.8404,5.0,DMSO,K02965346,BRD-K02965346-001-07-5,SU-11274,hepatocyte growth factor receptor inhibitor,BR00122246,A09,9,1876,1876,1876,1876,2023_05_15_Batch1,0.010998900109989001,0.2157407407407407
9,S-C-7314-04-CMP-001,BRD-K36234266-001-10-6,1.0702,5.0,DMSO,K36234266,BRD-K36234266-001-09-8,carmustine,DNA inhibitor,BR00122246,A10,9,3727,3727,3727,3727,2023_05_15_Batch1,0.3408659134086591,0.017259194678549517
10,S-C-7314-04-CMP-001,BRD-K72898849-001-03-9,2.5469,5.0,DMSO,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,BR00122246,A11,9,2688,2688,2688,2688,2023_05_15_Batch1,0.0010998900109989002,0.36944444444444446
11,S-C-7314-04-CMP-001,BRD-A87435144-001-01-6,2.3944,5.0,DMSO,A87435144,BRD-A87435144-001-01-6,AZD7545,pyruvate dehydrogenase kinase inhibitor,BR00122246,A12,9,3794,3794,3794,3794,2023_05_15_Batch1,0.0122987701229877,0.18633540372670807
12,S-C-7314-04-CMP-001,BRD-K94455792-001-01-8,2.7432,5.0,DMSO,K94455792,BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,BR00122246,A13,9,3161,3161,3161,3161,2023_05_15_Batch1,0.0341965803419658,0.09434697855750486
13,S-C-7314-04-CMP-001,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122246,A14,9,4106,4106,4106,4106,2023_05_15_Batch1,0.0198980101989801,0.1452180028129395
14,S-C-7314-04-CMP-001,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122246,A15,9,1343,1343,1343,1343,2023_05_15_Batch1,9.999000099990002e-05,1.0
15,S-C-7314-04-CMP-001,BRD-K06182768-001-02-3,1.6472,5.0,DMSO,K06182768,BRD-K06182768-001-06-4,A-366,histone lysine methyltransferase inhibitor,BR00122246,A16,9,3969,3969,3969,3969,2023_05_15_Batch1,0.0827917208279172,0.04836805555555556
16,S-C-7314-04-CMP-001,BRD-K53972329-001-12-9,1.5318,5.0,DMSO,K53972329,BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,BR00122246,A17,9,3974,3974,3974,3974,2023_05_15_Batch1,0.64003599640036,0.010640096690116299
17,S-C-7314-04-CMP-001,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122246,A18,9,1124,1124,1124,1124,2023_05_15_Batch1,9.999000099990002e-05,1.0
18,S-C-7314-04-CMP-001,,,,DMSO,,,,,BR00122246,A19,9,3983,3983,3983,3983,2023_05_15_Batch1,,
19,S-C-7314-04-CMP-001,BRD-K45909031-001-03-9,2.4849,5.0,DMSO,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,BR00122246,A20,9,3337,3337,3337,3337,2023_05_15_Batch1,0.043695630436956304,0.07900955727042684
20,S-C-7314-04-CMP-001,BRD-K38627885-001-01-9,2.0674,5.0,DMSO,K38627885,BRD-K38627885-001-01-9,APY0201,phosphoinositide dependent kinase inhibitor,BR00122246,A21,9,2386,2386,2386,2386,2023_05_15_Batch1,9.999000099990002e-05,1.0
21,S-C-7314-04-CMP-001,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122246,A22,9,4111,4111,4111,4111,2023_05_15_Batch1,0.053894610538946106,0.06738351254480286
22,S-C-7314-04-CMP-001,BRD-K21728777-001-03-9,2.5179,5.0,DMSO,K21728777,BRD-K21728777-001-02-3,AMG900,Aurora kinase inhibitor,BR00122246,A23,9,748,748,748,748,2023_05_15_Batch1,9.999000099990002e-05,1.0
23,S-C-7314-04-CMP-001,BRD-K75009076-001-04-9,1.8813,5.0,DMSO,K75009076,BRD-K75009076-001-02-1,SCH-900776,CHK inhibitor,BR00122246,A24,9,633,633,633,633,2023_05_15_Batch1,9.999000099990002e-05,1.0
24,S-C-7314-04-CMP-001,,,,DMSO,,,,,BR00122246,B01,9,4144,4144,4144,4144,2023_05_15_Batch1,,
25,S-C-7314-04-CMP-001,BRD-K67578145-001-13-9,1.6719,5.0,DMSO,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BR00122246,B02,9,4629,4629,4629,4629,2023_05_15_Batch1,9.999000099990002e-05,1.0
26,S-C-7314-04-CMP-001,BRD-K67578145-001-13-9,1.6719,5.0,DMSO,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BR00122246,B03,9,4735,4735,4735,4735,2023_05_15_Batch1,9.999000099990002e-05,1.0
27,S-C-7314-04-CMP-001,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122246,B04,9,3305,3305,3305,3305,2023_05_15_Batch1,0.00019998000199980003,0.6388888888888888
28,S-C-7314-04-CMP-001,BRD-K02965346-001-01-8,2.8404,5.0,DMSO,K02965346,BRD-K02965346-001-07-5,SU-11274,hepatocyte growth factor receptor inhibitor,BR00122246,B05,9,1935,1935,1935,1935,2023_05_15_Batch1,9.999000099990002e-05,0.6842105263157894
29,S-C-7314-04-CMP-001,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122246,B06,9,4060,4060,4060,4060,2023_05_15_Batch1,0.14088591140885912,0.03325617283950617
30,S-C-7314-04-CMP-001,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122246,B07,9,4074,4074,4074,4074,2023_05_15_Batch1,9.999000099990002e-05,1.0
31,S-C-7314-04-CMP-001,BRD-K45909031-001-03-9,2.4849,5.0,DMSO,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,BR00122246,B08,9,3580,3580,3580,3580,2023_05_15_Batch1,0.0212978702129787,0.1369047619047619
32,S-C-7314-04-CMP-001,BRD-A22769835-300-05-7,1.9389,5.0,DMSO,A22769835,BRD-A22769835-300-05-7,homochlorcyclizine,antihistamine,BR00122246,B09,9,4051,4051,4051,4051,2023_05_15_Batch1,0.09099090090990901,0.04700854700854701
33,S-C-7314-04-CMP-001,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122246,B10,9,1296,1296,1296,1296,2023_05_15_Batch1,9.999000099990002e-05,1.0
34,S-C-7314-04-CMP-001,BRD-K06883221-001-02-9,2.0725,5.0,DMSO,K06883221,BRD-K06883221-001-01-9,apratastat,tumor necrosis factor production inhibitor,BR00122246,B11,9,4192,4192,4192,4192,2023_05_15_Batch1,0.32826717328267174,0.01814954051796157
35,S-C-7314-04-CMP-001,BRD-K66430217-001-05-9,1.6909,5.0,DMSO,K66430217,BRD-K66430217-001-03-8,KH-CB19,CDC inhibitor,BR00122246,B12,9,4218,4218,4218,4218,2023_05_15_Batch1,0.11648835116488351,0.038482573229514275
36,S-C-7314-04-CMP-001,BRD-K84937637-001-21-9,4.5709,5.0,DMSO,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,BR00122246,B13,9,2787,2787,2787,2787,2023_05_15_Batch1,9.999000099990002e-05,1.0
37,S-C-7314-04-CMP-001,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122246,B14,9,3727,3727,3727,3727,2023_05_15_Batch1,0.010498950104989501,0.22777777777777777
38,S-C-7314-04-CMP-001,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122246,B15,9,4067,4067,4067,4067,2023_05_15_Batch1,0.010698930106989302,0.22136222910216719
39,S-C-7314-04-CMP-001,,,,DMSO,,,,,BR00122246,B16,9,4237,4237,4237,4237,2023_05_15_Batch1,,
40,S-C-7314-04-CMP-001,BRD-K56932272-001-02-9,2.4378,5.0,DMSO,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,BR00122246,B17,9,2934,2934,2934,2934,2023_05_15_Batch1,9.999000099990002e-05,1.0
41,S-C-7314-04-CMP-001,BRD-K24600306-003-02-9,2.3445,5.0,DMSO,K24600306,BRD-K24600306-003-02-9,ML-298,phospholipase inhibitor,BR00122246,B18,9,4084,4084,4084,4084,2023_05_15_Batch1,0.18488151184881513,0.027202204146520758
42,S-C-7314-04-CMP-001,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122246,B19,9,42,42,42,42,2023_05_15_Batch1,9.999000099990002e-05,0.8095238095238094
43,S-C-7314-04-CMP-001,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122246,B20,9,1455,1455,1455,1455,2023_05_15_Batch1,9.999000099990002e-05,1.0
44,S-C-7314-04-CMP-001,BRD-K76908866-001-08-9,2.3477,5.0,DMSO,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,BR00122246,B21,9,4190,4190,4190,4190,2023_05_15_Batch1,0.11478852114788521,0.03888888888888888
45,S-C-7314-04-CMP-001,BRD-K64881305-001-07-9,2.5853,5.0,DMSO,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,BR00122246,B22,9,413,413,413,413,2023_05_15_Batch1,0.07189281071892811,0.055982905982905985
46,S-C-7314-04-CMP-001,,,,DMSO,,,,,BR00122246,B23,9,4275,4275,4275,4275,2023_05_15_Batch1,,
47,S-C-7314-04-CMP-001,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122246,B24,9,1162,1162,1162,1162,2023_05_15_Batch1,9.999000099990002e-05,0.9166666666666666
48,S-C-7314-04-CMP-001,BRD-K72951360-001-02-9,3.6182,5.0,DMSO,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,BR00122246,C01,9,174,174,174,174,2023_05_15_Batch1,0.030496950304969503,0.11189083820662767
