,Metadata_plate_map_name,Metadata_control_type,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_BRD ID,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,p_value,average_precision
0,S-C-7314-04-CMP-001,,BRD-K62391742-001-19-9,4.3422,5.0,DMSO,K62391742,BRD-K62391742-001-03-0,venetoclax,BCL inhibitor,BR00122247,A01,9,3361,3361,3361,3361,2023_05_17_Batch2,0.019198080191980802,0.13034188034188035
1,S-C-7314-04-CMP-001,,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122247,A02,9,4012,4012,4012,4012,2023_05_17_Batch2,0.5090490950904909,0.012615474241961883
2,S-C-7314-04-CMP-001,,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122247,A03,9,4048,4048,4048,4048,2023_05_17_Batch2,0.9237076292370763,0.007231764745411383
3,S-C-7314-04-CMP-001,,BRD-K70642949-001-06-9,2.313,5.0,DMSO,K70642949,BRD-K70642949-001-04-5,GSK2334470,phosphoinositide dependent kinase inhibitor,BR00122247,A04,9,3239,3239,3239,3239,2023_05_17_Batch2,9.999000099990002e-05,0.6904761904761904
4,S-C-7314-04-CMP-001,,BRD-K73397362-001-09-9,2.6031,5.0,DMSO,K73397362,BRD-K73397362-001-06-6,purmorphamine,smoothened receptor agonist,BR00122247,A05,9,3955,3955,3955,3955,2023_05_17_Batch2,0.008399160083991601,0.19895131086142323
5,S-C-7314-04-CMP-001,,BRD-K13606314-001-02-9,1.7411,5.0,DMSO,K13606314,BRD-K13606314-001-01-3,P5091,ubiquitin specific protease inhibitor,BR00122247,A06,9,4259,4259,4259,4259,2023_05_17_Batch2,0.9672032796720328,0.006657466731844207
6,S-C-7314-04-CMP-001,,BRD-K82941592-238-06-9,2.6182,5.0,DMSO,K82941592,BRD-K82941592-238-03-7,rosuvastatin,HMGCR inhibitor,BR00122247,A07,9,3951,3951,3951,3951,2023_05_17_Batch2,0.0012998700129987,0.3658902691511387
7,S-C-7314-04-CMP-001,,BRD-K86718786-001-03-9,1.4917,5.0,DMSO,K86718786,BRD-K86718786-001-03-9,SGC-707,protein arginine N-methyltransferase inhibitor,BR00122247,A08,9,3872,3872,3872,3872,2023_05_17_Batch2,0.9327067293270673,0.007116134670095119
8,S-C-7314-04-CMP-001,,BRD-K02965346-001-01-8,2.8404,5.0,DMSO,K02965346,BRD-K02965346-001-07-5,SU-11274,hepatocyte growth factor receptor inhibitor,BR00122247,A09,9,1812,1812,1812,1812,2023_05_17_Batch2,9.999000099990002e-05,1.0
9,S-C-7314-04-CMP-001,,BRD-K36234266-001-10-6,1.0702,5.0,DMSO,K36234266,BRD-K36234266-001-09-8,carmustine,DNA inhibitor,BR00122247,A10,9,3899,3899,3899,3899,2023_05_17_Batch2,0.9532046795320468,0.006861047364923333
10,S-C-7314-04-CMP-001,,BRD-K72898849-001-03-9,2.5469,5.0,DMSO,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,BR00122247,A11,9,2432,2432,2432,2432,2023_05_17_Batch2,9.999000099990002e-05,0.7575757575757575
11,S-C-7314-04-CMP-001,,BRD-A87435144-001-01-6,2.3944,5.0,DMSO,A87435144,BRD-A87435144-001-01-6,AZD7545,pyruvate dehydrogenase kinase inhibitor,BR00122247,A12,9,3795,3795,3795,3795,2023_05_17_Batch2,0.019198080191980802,0.13151927437641722
12,S-C-7314-04-CMP-001,,BRD-K94455792-001-01-8,2.7432,5.0,DMSO,K94455792,BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,BR00122247,A13,9,3019,3019,3019,3019,2023_05_17_Batch2,9.999000099990002e-05,0.6743589743589743
13,S-C-7314-04-CMP-001,,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122247,A14,9,3906,3906,3906,3906,2023_05_17_Batch2,0.7104289571042895,0.009705837088926939
14,S-C-7314-04-CMP-001,,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122247,A15,9,1351,1351,1351,1351,2023_05_17_Batch2,9.999000099990002e-05,1.0
15,S-C-7314-04-CMP-001,,BRD-K06182768-001-02-3,1.6472,5.0,DMSO,K06182768,BRD-K06182768-001-06-4,A-366,histone lysine methyltransferase inhibitor,BR00122247,A16,9,3941,3941,3941,3941,2023_05_17_Batch2,0.2171782821717828,0.023067095300269055
16,S-C-7314-04-CMP-001,,BRD-K53972329-001-12-9,1.5318,5.0,DMSO,K53972329,BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,BR00122247,A17,9,4264,4264,4264,4264,2023_05_17_Batch2,0.048595140485951406,0.06998644986449863
17,S-C-7314-04-CMP-001,,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122247,A18,9,1060,1060,1060,1060,2023_05_17_Batch2,9.999000099990002e-05,0.8666666666666667
18,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122247,A19,9,4128,4128,4128,4128,2023_05_17_Batch2,,
19,S-C-7314-04-CMP-001,,BRD-K45909031-001-03-9,2.4849,5.0,DMSO,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,BR00122247,A20,9,3560,3560,3560,3560,2023_05_17_Batch2,0.03569643035696431,0.08864942528735631
20,S-C-7314-04-CMP-001,,BRD-K38627885-001-01-9,2.0674,5.0,DMSO,K38627885,BRD-K38627885-001-01-9,APY0201,phosphoinositide dependent kinase inhibitor,BR00122247,A21,9,2536,2536,2536,2536,2023_05_17_Batch2,9.999000099990002e-05,1.0
21,S-C-7314-04-CMP-001,,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122247,A22,9,4080,4080,4080,4080,2023_05_17_Batch2,0.0354964503549645,0.0887354337505395
22,S-C-7314-04-CMP-001,,BRD-K21728777-001-03-9,2.5179,5.0,DMSO,K21728777,BRD-K21728777-001-02-3,AMG900,Aurora kinase inhibitor,BR00122247,A23,9,724,724,724,724,2023_05_17_Batch2,9.999000099990002e-05,1.0
23,S-C-7314-04-CMP-001,,BRD-K75009076-001-04-9,1.8813,5.0,DMSO,K75009076,BRD-K75009076-001-02-1,SCH-900776,CHK inhibitor,BR00122247,A24,9,586,586,586,586,2023_05_17_Batch2,9.999000099990002e-05,0.4756944444444444
24,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122247,B01,9,4190,4190,4190,4190,2023_05_17_Batch2,,
25,S-C-7314-04-CMP-001,,BRD-K67578145-001-13-9,1.6719,5.0,DMSO,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BR00122247,B02,9,4605,4605,4605,4605,2023_05_17_Batch2,9.999000099990002e-05,0.7380952380952381
26,S-C-7314-04-CMP-001,,BRD-K67578145-001-13-9,1.6719,5.0,DMSO,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BR00122247,B03,9,4619,4619,4619,4619,2023_05_17_Batch2,9.999000099990002e-05,0.75
27,S-C-7314-04-CMP-001,,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122247,B04,9,3232,3232,3232,3232,2023_05_17_Batch2,9.999000099990002e-05,1.0
28,S-C-7314-04-CMP-001,,BRD-K02965346-001-01-8,2.8404,5.0,DMSO,K02965346,BRD-K02965346-001-07-5,SU-11274,hepatocyte growth factor receptor inhibitor,BR00122247,B05,9,2001,2001,2001,2001,2023_05_17_Batch2,9.999000099990002e-05,1.0
29,S-C-7314-04-CMP-001,,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122247,B06,9,4240,4240,4240,4240,2023_05_17_Batch2,0.1376862313768623,0.03264008620689655
